sent1	sent2	gold	preds	dif
Two dogs are running in the field.	"Two dogs running in a field.
"	5.00	5.042911	0.042911000000000143
Analysts expected earnings of 27 cents a share on revenue of $17.7 billion, Thomson First Call says.	"Hewlett-Packard is putting in for a second-quarter profit of $659 million, or 29 cents a share, on revenue of $18 billion.
"	1.200	1.1578700000000002	0.04212999999999978
The woman is kneeling next to a cat.	"A girl is standing next to a man.
"	0.200000	0.24180900000000002	0.04180900000000001
Gazans fire 2 rockets into Israel; no injuries	"2 Gaza rockets hit Israel; no injuries
"	4.8	4.841434	0.04143399999999975
the man is planning to shoot a wedding	"the woman is going to a wedding.
"	1.400000	1.358839	0.041161
A person is boiling noodles.	"A cat is licking a bottle.
"	0.000	0.040441000000000005	0.040441000000000005
A moped in front of steps of ruins.	"A moped in front of ruins.
"	4.4	4.360812	0.03918800000000022
A woman is picking a can.	"A man is playing a guitar.
"	0.133	0.093985	0.03901500000000001
The child's bike got wet.	"She is putting away the bike.
"	1.200000	1.238984	0.03898400000000013
The single currency rose as far as 135.13 yen , matching a record high hit shortly after the euro's launch in January 1999.	"The single currency rose as far as 135.26 yen , its highest level since the introduction of the single currency in January 1999.
"	3.500	3.537292	0.03729199999999988
A dog swims through the water.	"A dog wearing a cape is running through the snow.
"	1.40	1.437235	0.03723500000000013
You don't have to worry.	Since you have one ticket, you don't have to worry.	3	3.036466	0.03646599999999989
An okapi is eating from a tree.	"A moose drinks from a sprinkler.
"	0.333	0.36914600000000003	0.03614600000000001
The consensus among Wall Street analysts was for a loss of 28 cents a share.	"Analysts surveyed by First Call were expecting sales of $723 million and a loss of 28 cents a share.
"	3.000	2.963938	0.036061999999999816
Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.	"The New York Stock Exchange suspended trading yesterday in Loral, which closed at $3.01 Friday.
"	3.800	3.76424	0.03575999999999979
Hormone replacement therapy that combines estrogen and progestin doubles a woman's risk of breast cancer, a British study of more than a million women has found.	"A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer, especially when women receive a combination of estrogen and progestin.
"	4.250	4.214313	0.035687000000000246
Turkish PM, president clash over reply to protests	"Turkish president calls for calm amid nationwide protests
"	2.60	2.635576	0.03557599999999983
A woman and a man embrace while watching a horror movie.	"A man and a woman watch a movie together.
"	2.800000	2.8354779999999997	0.0354779999999999
The brown dog runs on the snow with a white ball in his mouth.	"Four dogs play in the snow with the city skyline behind them.
"	1.80	1.764619	0.03538100000000011
a dog jumps into the water.	"A dog is jumping into the water.
"	5.00	4.964741	0.03525899999999993
Suicide Bomber Kills 6 in Afghan Capital	"Suicide bomber kills 37 at mosque in Afghanistan
"	2	2.033184	0.03318399999999988
Older woman holding newborn baby.	"a woman sitting on a sofa holding a baby.
"	3.4	3.4329120000000004	0.032912000000000496
As soon as possible.	Start them as early as possible.	4	4.032817	0.03281699999999965
A man is bowling.	"A kitten is walking.
"	0.000	-0.032669	0.032669
East Timor votes in presidential election	"Venezuelans urged to vote in presidential election
"	1	1.032295	0.03229499999999996
Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.	"Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.
"	3.500	3.5322050000000003	0.03220500000000026
It depends entirely on your company and your contract.	It depends on your company.	3	3.032021	0.032020999999999855
It depends on what you want to do next, and where you want to do it.	They can, but the way to do it depends on what you have available.	1	1.0318610000000001	0.03186100000000014
2 French Journalists Killed in Mali	"Two French journalists killed in Mali
"	5	4.968193	0.0318069999999997
A man wearing black formal wear & a black top hat is riding a white show horse.	"A man with a top hat riding a white horse.
"	3.6	3.6315720000000002	0.031572000000000155
A boy in red jumping into a sandbox.	"A dog swimming in a pond
"	0.00	0.031037000000000002	0.031037000000000002
Navistar shares were down 44 cents, or 1.1 percent, at $41.19 on the New York Stock Exchange after falling as low as $39.93.	"Navistar shares rose a penny to $41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $39.93.
"	2.000	1.969452	0.03054800000000002
A woman is cutting an onion.	"A horse is standing.
"	0.000	-0.030286	0.030286
A black and white dog runs through the water.	"Black and brown dog runs through field.
"	2.00	2.03028	0.030279999999999863
Rogers, Videotron extend reach with network-sharing deal	"Rogers, Videotron reach network-sharing, spectrum deal
"	4.80	4.769947	0.030052999999999663
The boys are earning their next belt in karate.	"Five girls and one boy are in their swimsuits all in the middle of jumping into the pool.
"	0.200000	0.229555	0.029554999999999998
A very retro living room with a television in it.	"A grey cat lying on a wooden table.
"	0	0.029291	0.029291
A boy is playing violin on stage.	"A person is mixing a pot.
"	0.000	-0.02862	0.02862
Some 95 million Americans -- half of all households -- invest in mutual funds.	"About half of all U.S. households have money in mutual funds.
"	4.200	4.22773	0.027730000000000032
Two men are fistfighting in a ring.	"Two men fistfight in a ring.
"	5.000	5.02769	0.02768999999999977
A woman opens a window.	"A man is crawling.
"	0.000	0.027602999999999996	0.027602999999999996
Some guy sitting on a couch watching television.	"A guy is sitting on the couch watching TV
"	5.000000	5.027291	0.027290999999999954
Taiwan has attempted to gain observer status to the United Nations-affiliated WHO for seven years, but again was rebuffed March 19 at its annual conference in Geneva.	"It has sought observer status for seven years, but was again rebuffed May 19 at the annual WHO conference in Geneva.
"	3.250	3.222723	0.027277000000000218
A man is playing his guitar at Joe's Cafe.	"The man is playing the drums for his mom.
"	1.200000	1.227242	0.02724199999999999
Someone is reading an email.	"A man is reading his email.
"	3.400	3.4262870000000003	0.026287000000000393
The civilian unemployment rate improved marginally last month -- slipping to 6.1 percent -- even as companies slashed payrolls by 93,000.	"The civilian unemployment rate improved marginally last month _ sliding down to 6.1 percent _ as companies slashed payrolls by 93,000 amid continuing mixed signals about the nation's economic health.
"	4.000	4.024628	0.024627999999999872
A dog taking a poop in the street.	"A man making balloon animals for two children on a street corner.
"	0.400000	0.423662	0.02366199999999996
A man in a top hat rides a white horse.	"A man with a top hat riding a white horse.
"	5	5.023389	0.023388999999999882
Samsung overtakes Nokia in phones	"Charges over dog attack on police
"	0	0.023237999999999998	0.023237999999999998
Car bombs kill at least 16 in Iraqi capital	"Car bombs kill at least 47 in Baghdad area
"	2.60	2.623133	0.02313300000000007
Woman remanded over child's death A woman has been remanded in custody charged with murder after an eight-year-old girl was found dead in a block of flats.	"Mother held over daughter's death A mother has been remanded in custody charged with murder after her eight-year-old daughter was found dead in a block of flats.
"	4.40	4.420458	0.020457999999999643
Putin Declares Victory in Russia Presidential Vote	"Complaints in Russian election mount
"	1	0.9813200000000001	0.01867999999999992
A woman is taking a bath.	"A woman is riding a horse.
"	0.538	0.51941	0.018589999999999995
Attacker in Afghan uniform kills 2 NATO troops	"Man in Afghan army uniform kills NATO soldier
"	3.4	3.382364	0.017635999999999985
But Mitsubishi Tokyo Financial (JP:8306: news, chart, profile) declined 3,000 yen, or 0.65 percent, to 456,000 yen.	"Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen.
"	1.600	1.61735	0.017349999999999977
Two women in a clothing store.	"Two women in a sailboat.
"	0.8	0.817068	0.017067999999999972
A woman is braiding her hair.	"A man is riding a motorcycle.
"	0.000	0.016846	0.016846
There's not a lot you can do about that.	There's not that much that you can do with a sourdough starter.	2	2.015864	0.0158640000000001
A train is moving.	"A man is doing yoga.
"	0.000	0.015801	0.015801
It depends on what you want to do next, and where you want to do it.	It depends on what you want to say/imply.	1	0.984369	0.01563099999999995
International weapons experts leave Syria, Obama to make statement	"Weapons experts leave Syria, U.S. prepares attack
"	2.80	2.815428	0.015427999999999997
Gu Kailai murder trial ends in China	"Gu Kailai's Murder Trial Ends in China
"	5	4.984872	0.015127999999999808
A young blonde girl wearing a helmet sits with a red bicycle behind her.	"A young girl wearing a bike helmet with a bicycle in the background.
"	3.4	3.4150300000000002	0.015030000000000321
Girl playing in a puddle with her bare feet.	"A child is playing with two white and black geese.
"	0.60	0.585216	0.01478400000000002
Yes, you should mention your experience.	Yes, you should make a résumé.	2	1.9854080000000003	0.014591999999999716
5 nations meet on haze	"Putin's marriage at an end
"	0.00	-0.014022999999999999	0.014022999999999999
"Mr Eddington warned yesterday that the future of the airline was ""in the hands of the negotiators""."	"""The future of BA is in the hands of the negotiators,"" Eddington told British Broadcasting Corp. television on Sunday.
"	3.400	3.3866199999999997	0.01338000000000017
Two green and white trains sitting on the tracks.	"Two green and white trains are sitting on the train track.
"	5	4.986806	0.013194000000000372
I think there isn't a general answer.	I don't think there is an answer for this.	4	4.012983	0.012983000000000189
20 killed in bomb attack at Pakistani base	"8 soldiers killed in bomb attack in NW Pakistan
"	2.00	2.01225	0.012249999999999872
A bird flies across the water.	"A bird flies above the water.
"	4.80	4.787999	0.012000999999999706
Shortly after the opening bell, the Dow Jones Industrial Average was up 11.13 to 9,228.48, while the S&P 500 index gained 1.74 to 982.33.	"After a weak start, the Dow Jones Industrial Average ended the day up 26.26 to 9,217.35, while the S&P 500 index rose 3 to 980.59.
"	1.600	1.588682	0.011318000000000161
Gregory Parseghian, a former investment banker, was appointed chief executive.	"Greg Parseghian was appointed the new chief executive.
"	3.800	3.811129	0.011129000000000389
Queen Beatrix of The Netherlands to abdicate for son	"Queen Beatrix of the Netherlands abdicates in favour of son
"	5	4.989726	0.010273999999999894
The lady looks sad because no one is buying her wares.	"The lady is selling things.
"	2.000000	2.010106	0.010105999999999948
